p1_ace,p2_ace,p1_break_pt_won,p2_break_pt_won,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,PointServer,Speed_KMH,p1_net_pt,p2_net_pt,p1_distance_run,p2_distance_run,Predicted_Value,Time
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,4.1789994,5.2849994,0.13846163,0:37:58
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,6.4479995,8.021999,0.62271243,0:38:18
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,3.602,2.2050002,0.28327698,0:40:11
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,20.668,19.124,0.8895278,0:41:15
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,30.117,33.888,0.5265535,0:42:09
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,30.285,27.051,0.88760376,0:42:58
-5.710605e-10,-7.364335e-10,1.0,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,20.5,21.467001,0.90788746,0:43:51
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,2.34,2.9650004,0.63615566,0:44:49
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,25.956,26.256,0.49901235,0:45:17
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,7.4579997,8.349,0.13847949,0:45:50
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,20.406,15.669,0.13617334,0:46:29
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,9.194,9.908,0.8996108,0:47:21
-5.710605e-10,-7.364335e-10,1.1412836e-09,1.0,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,22.588,20.237,0.124882214,0:47:40
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,23.904,25.875,0.47030658,0:49:30
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,33.526,35.3,0.522547,0:50:20
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,4.449,4.0380006,0.29567155,0:51:04
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,21.112,22.8,0.45118585,0:51:31
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,1.0,-9.0264396e-10,21.452,23.949,0.7605018,0:52:09
-5.710605e-10,1.0,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,1.0179993,0.5579999,0.12536731,0:52:47
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,1.0,-9.0264396e-10,9.769,10.26,0.83184475,0:58:31
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,17.567,21.601,0.5533295,0:58:52
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,9.245,10.479,0.6003567,0:59:28
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,1.0,-9.0264396e-10,22.609001,26.607,0.824072,0:59:50
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,45.102,42.188,0.470322,1:00:20
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,1.0,-9.0264396e-10,18.87,19.381,0.82308275,1:01:06
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,35.727,35.454998,0.5120661,1:10:21
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,1.0,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,0.5670001,0.7749999,0.9100971,1:11:03
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,8.706,7.4690003,0.8914099,1:11:31
-5.710605e-10,-7.364335e-10,1.0,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,1.0,-9.0264396e-10,47.278,25.104,0.9073287,1:12:00
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,5.7879996,5.345,0.6123105,1:12:52
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,11.305,13.6,0.5911881,1:13:13
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,11.899,12.226,0.89898354,1:13:37
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,6.9179997,6.0420003,0.6018592,1:14:00
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,27.953,32.736,0.5264003,1:16:11
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,4.949,3.9989998,0.29364336,1:17:12
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,12.04,6.923,0.88869745,1:17:38
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,13.371,14.059,0.8912569,1:18:01
-5.710605e-10,-7.364335e-10,1.0,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,1.0,-9.0264396e-10,13.261,11.003,0.9092606,1:18:52
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,1.0,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,4.008,3.5129998,0.12176504,1:19:42
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,1.0,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,2.7830007,2.4110005,0.12176326,1:20:14
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,25.973,34.214,0.5565886,1:20:43
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,8.315001,11.275,0.90024936,1:21:15
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,6.461,11.054,0.13994254,1:21:50
-5.710605e-10,-7.364335e-10,1.1412836e-09,1.0,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,7.5089993,7.68,0.11990261,1:22:12
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,10.875,9.802,0.12700951,1:24:39
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,20.264,20.235,0.12883814,1:25:07
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,24.962,20.981,0.4095249,1:25:57
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,13.7439995,10.351,0.88935417,1:26:53
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,35.984,43.317,0.58335286,1:28:42
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,36.722,24.416,0.3853433,1:29:33
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,54.705,52.366,0.4866866,1:30:42
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,54.334003,45.593002,0.43558517,1:31:28
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,1.0,25.812,26.556,0.3035491,1:32:17
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,17.884,16.403,0.13733524,1:32:54
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,45.794003,44.552,0.8934375,1:33:24
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,6.47,7.9999995,0.13875037,1:34:19
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,23.134,23.901,0.89706874,1:34:41
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,27.282,21.456,0.4537073,1:35:12
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,8.449,7.2780004,0.13764997,1:35:52
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,13.357,10.053,0.8979082,1:36:14
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,47.379,41.124,0.8916561,1:36:37
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,38.871002,38.723,0.48674715,1:37:31
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,7.9909997,9.948999,0.13886335,1:38:24
-5.710605e-10,-7.364335e-10,1.1412836e-09,1.0,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,5.777,4.735,0.123989,1:38:45
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,21.483,22.025,0.44029567,1:40:51
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,41.026,38.677,0.50684005,1:41:27
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,7.6790004,5.5070004,0.30185384,1:42:09
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,8.440001,6.2949996,0.12632014,1:42:37
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,5.541,4.683,0.29813486,1:43:20
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,20.06,20.694,0.89052856,1:44:00
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,11.979,9.552,0.12678497,1:44:34
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,50.019,51.217003,0.5472731,1:45:21
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,1.0,9.429,8.264,0.863874,1:46:18
-5.710605e-10,-7.364335e-10,1.0,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,20.217,24.674,0.90820706,1:46:38
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,12.462,13.866,0.5767671,1:47:45
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,14.38,18.608,0.57947135,1:48:07
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,18.285,24.053,0.5588751,1:48:31
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,22.688,32.102,0.5697443,1:48:56
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,3.661,3.8210003,0.900506,1:49:25
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,8.793,8.772,0.1381025,1:49:42
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,18.369999,17.901001,0.89772874,1:50:03
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,24.163,33.707,0.14190009,1:50:32
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,31.727,34.339,0.5025056,1:51:15
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,5.0470004,5.3399997,0.9002903,1:51:47
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,36.484,36.989,0.52381516,1:55:47
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,1.0,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,0.252999,0.12100152,0.91009545,1:56:29
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,24.72,24.765,0.4528552,1:57:03
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,4.675999,3.4930003,0.29008558,1:57:34
-5.710605e-10,-7.364335e-10,1.0,3.9019674e-10,-2.1058902e-10,1.0,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,2.9169996,2.101,0.9108865,1:57:50
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,1.0,27.337,26.789,0.88789123,1:58:58
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,1.0,34.261,31.338,0.8852657,1:59:29
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,16.005,18.986,0.89888364,2:00:23
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,5.7929997,7.8000007,0.62949,2:01:05
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,1.0,17.648,18.878,0.22278608,2:01:52
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,1.0,25.045,19.381,0.8660117,2:02:20
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,1.0,24.890999,27.443,0.25825542,2:02:51
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,1.0,44.426003,39.273,0.27656618,2:03:39
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,2.1499994,1.5699999,0.12583618,2:04:38
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,14.765,14.562,0.13786788,2:06:34
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,7.154,8.863999,0.13879609,2:07:11
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,1.0,-9.0264396e-10,44.687,42.048,0.7847026,2:07:31
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,1.0,14.718,16.831,0.30621696,2:08:12
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,6.7219996,10.342,0.13954695,2:08:44
-5.710605e-10,-7.364335e-10,1.1412836e-09,1.0,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,35.77,35.982998,0.120164216,2:09:07
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,18.242,17.414,0.89019704,2:09:57
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,1.0,27.163,24.905,0.23474203,2:10:48
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,1.0,-9.0264396e-10,32.097,35.18,0.7769107,2:11:40
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,41.284,27.3,0.1286,2:12:40
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,1.0,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,7.5429997,6.7570004,0.89177984,2:13:22
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,1.0,28.718,25.673,0.23496042,2:14:11
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,51.88,51.327003,0.5346212,2:14:50
-5.710605e-10,-7.364335e-10,1.0,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,7.937908e-10,-4.3139345e-09,2.0,9.1916286e-07,4.6254223e-09,1.0,24.659,16.828,0.90058094,2:16:10
-5.710605e-10,-7.364335e-10,1.1412836e-09,3.9019674e-10,-2.1058902e-10,-2.2566099e-10,1.0,-4.3139345e-09,1.0,9.1916286e-07,4.6254223e-09,-9.0264396e-10,12.839,14.115,0.13846283,2:18:23
